,carrier,p_nom,year_removed,retrofit,bus
DE0 27 solar,solar,75.929793,2043.0,,DE0 27
DE0 30 onwind,onwind,0.025,2043.0,,DE0 30
DE0 30 solar,solar,6.896107,2043.0,,DE0 30
DE0 40 onwind,onwind,241.9,2043.0,,DE0 40
DE0 40 solar,solar,322.646593,2043.0,,DE0 40
DE0 60 onwind,onwind,11.4,2043.0,,DE0 60
DE0 60 solar,solar,3.288584,2043.0,,DE0 60
DE0 71 onwind,onwind,95.45,2043.0,,DE0 71
DE0 71 solar,solar,53.407172,2043.0,,DE0 71
DE0 72 onwind,onwind,39.95,2043.0,,DE0 72
DE0 72 solar,solar,19.810467,2043.0,,DE0 72
DE0 73 onwind,onwind,93.28,2043.0,,DE0 73
DE0 73 solar,solar,37.746853,2043.0,,DE0 73
DE0 80 onwind,onwind,146.2,2043.0,,DE0 80
DE0 80 solar,solar,217.063214,2043.0,,DE0 80
DE0 91 onwind,onwind,29.25,2043.0,,DE0 91
DE0 91 solar,solar,21.855399,2043.0,,DE0 91
DE0 92 onwind,onwind,51.6,2043.0,,DE0 92
DE0 92 solar,solar,38.501065,2043.0,,DE0 92
DE0 93 onwind,onwind,113.1799,2043.0,,DE0 93
DE0 93 solar,solar,45.589702,2043.0,,DE0 93
DE0 94 offwind-ac,offwind-ac,342.20000000000005,2043.0,,DE0 94
DE0 94 offwind-dc,offwind-dc,292.40000000000003,2043.0,,DE0 94
DE0 94 onwind,onwind,514.8698,2043.0,,DE0 94
DE0 94 solar,solar,87.556259,2043.0,,DE0 94
DE0 A1 onwind,onwind,45.9,2043.0,,DE0 A1
DE0 A1 solar,solar,48.414998,2043.0,,DE0 A1
DE0 A2 onwind,onwind,49.71,2043.0,,DE0 A2
DE0 A2 solar,solar,47.579671,2043.0,,DE0 A2
DE0 A3 onwind,onwind,142.871,2043.0,,DE0 A3
DE0 A3 solar,solar,75.342123,2043.0,,DE0 A3
DE0 A4 onwind,onwind,68.95,2043.0,,DE0 A4
DE0 A4 solar,solar,53.865338,2043.0,,DE0 A4
DE0 A5 onwind,onwind,32.325,2043.0,,DE0 A5
DE0 A5 solar,solar,47.026164,2043.0,,DE0 A5
DE0 B1 onwind,onwind,20.96,2043.0,,DE0 B1
DE0 B1 solar,solar,38.614821,2043.0,,DE0 B1
DE0 B2 onwind,onwind,71.375,2043.0,,DE0 B2
DE0 B2 solar,solar,30.758255,2043.0,,DE0 B2
DE0 B3 onwind,onwind,69.7524,2043.0,,DE0 B3
DE0 B3 solar,solar,36.116509,2043.0,,DE0 B3
DE0 C0 onwind,onwind,57.0,2043.0,,DE0 C0
DE0 C0 solar,solar,15.587708,2043.0,,DE0 C0
DE0 D2 onwind,onwind,28.665,2043.0,,DE0 D2
DE0 D2 solar,solar,62.247101,2043.0,,DE0 D2
DE0 D4 onwind,onwind,6.9,2043.0,,DE0 D4
DE0 D4 solar,solar,46.729562,2043.0,,DE0 D4
DE0 D5 onwind,onwind,9.95,2043.0,,DE0 D5
DE0 D5 solar,solar,43.917353,2043.0,,DE0 D5
DE0 E0 onwind,onwind,20.9,2043.0,,DE0 E0
DE0 E0 solar,solar,249.789893,2043.0,,DE0 E0
DE0 F0 offwind-ac,offwind-ac,151.2,2043.0,,DE0 F0
DE0 F0 offwind-dc,offwind-dc,189.0,2043.0,,DE0 F0
DE0 F0 onwind,onwind,130.8883,2043.0,,DE0 F0
DE0 F0 solar,solar,93.759388,2043.0,,DE0 F0
DE0 G0 onwind,onwind,111.301,2043.0,,DE0 G0
DE0 G0 solar,solar,135.108053,2043.0,,DE0 G0
DE0 11 onwind,onwind,254.13,2042.0,,DE0 11
DE0 11 solar,solar,59.001318,2042.0,,DE0 11
DE0 12 onwind,onwind,24.0,2042.0,,DE0 12
DE0 12 solar,solar,34.847024,2042.0,,DE0 12
DE0 13 onwind,onwind,56.106,2042.0,,DE0 13
DE0 13 solar,solar,42.957639,2042.0,,DE0 13
DE0 14 onwind,onwind,18.6,2042.0,,DE0 14
DE0 14 solar,solar,46.585673,2042.0,,DE0 14
DE0 21 onwind,onwind,52.8,2042.0,,DE0 21
DE0 21 solar,solar,77.182631,2042.0,,DE0 21
DE0 22 onwind,onwind,2.7848,2042.0,,DE0 22
DE0 22 solar,solar,80.070292,2042.0,,DE0 22
DE0 23 onwind,onwind,4.6,2042.0,,DE0 23
DE0 23 solar,solar,37.164319,2042.0,,DE0 23
DE0 24 onwind,onwind,166.53,2042.0,,DE0 24
DE0 24 solar,solar,33.677411,2042.0,,DE0 24
DE0 25 onwind,onwind,55.028,2042.0,,DE0 25
DE0 25 solar,solar,38.092002,2042.0,,DE0 25
DE0 26 onwind,onwind,45.4,2042.0,,DE0 26
DE0 26 solar,solar,32.615492,2042.0,,DE0 26
DE0 27 onwind,onwind,9.3,2042.0,,DE0 27
DE0 27 solar,solar,63.347642,2042.0,,DE0 27
DE0 30 solar,solar,7.608665,2042.0,,DE0 30
DE0 40 onwind,onwind,541.832,2042.0,,DE0 40
DE0 40 solar,solar,148.969943,2042.0,,DE0 40
DE0 60 onwind,onwind,52.2,2042.0,,DE0 60
DE0 60 solar,solar,2.01396,2042.0,,DE0 60
DE0 71 onwind,onwind,54.150000000000006,2042.0,,DE0 71
DE0 71 solar,solar,25.96213,2042.0,,DE0 71
DE0 72 onwind,onwind,154.54,2042.0,,DE0 72
DE0 72 solar,solar,13.295585,2042.0,,DE0 72
DE0 73 onwind,onwind,101.04,2042.0,,DE0 73
DE0 73 solar,solar,23.85617,2042.0,,DE0 73
DE0 80 offwind-ac,offwind-ac,205.0,2042.0,,DE0 80
DE0 80 offwind-dc,offwind-dc,166.65,2042.0,,DE0 80
DE0 80 onwind,onwind,178.7035,2042.0,,DE0 80
DE0 80 solar,solar,90.926071,2042.0,,DE0 80
DE0 91 onwind,onwind,18.8065,2042.0,,DE0 91
DE0 91 solar,solar,9.980433,2042.0,,DE0 91
DE0 92 onwind,onwind,159.752,2042.0,,DE0 92
DE0 92 solar,solar,17.570396,2042.0,,DE0 92
DE0 93 onwind,onwind,422.3218,2042.0,,DE0 93
DE0 93 solar,solar,47.786109,2042.0,,DE0 93
DE0 94 offwind-ac,offwind-ac,283.95,2042.0,,DE0 94
DE0 94 offwind-dc,offwind-dc,326.55,2042.0,,DE0 94
DE0 94 onwind,onwind,777.6465,2042.0,,DE0 94
DE0 94 solar,solar,34.654288,2042.0,,DE0 94
DE0 A1 onwind,onwind,141.5855,2042.0,,DE0 A1
DE0 A1 solar,solar,27.46907,2042.0,,DE0 A1
DE0 A2 onwind,onwind,148.76999999999998,2042.0,,DE0 A2
DE0 A2 solar,solar,27.99958,2042.0,,DE0 A2
DE0 A3 onwind,onwind,333.14,2042.0,,DE0 A3
DE0 A3 solar,solar,50.19841,2042.0,,DE0 A3
DE0 A4 onwind,onwind,136.93,2042.0,,DE0 A4
DE0 A4 solar,solar,28.635262,2042.0,,DE0 A4
DE0 A5 onwind,onwind,76.89999999999999,2042.0,,DE0 A5
DE0 A5 solar,solar,24.50768,2042.0,,DE0 A5
DE0 B1 onwind,onwind,77.1808,2042.0,,DE0 B1
DE0 B1 solar,solar,18.26002,2042.0,,DE0 B1
DE0 B2 onwind,onwind,86.13,2042.0,,DE0 B2
DE0 B2 solar,solar,20.86809,2042.0,,DE0 B2
DE0 B3 onwind,onwind,117.31,2042.0,,DE0 B3
DE0 B3 solar,solar,22.29301,2042.0,,DE0 B3
DE0 C0 onwind,onwind,76.15,2042.0,,DE0 C0
DE0 C0 solar,solar,18.63315,2042.0,,DE0 C0
DE0 D2 onwind,onwind,14.55,2042.0,,DE0 D2
DE0 D2 solar,solar,28.148357,2042.0,,DE0 D2
DE0 D4 onwind,onwind,18.153,2042.0,,DE0 D4
DE0 D4 solar,solar,14.845871,2042.0,,DE0 D4
DE0 D5 onwind,onwind,16.4,2042.0,,DE0 D5
DE0 D5 solar,solar,16.30119,2042.0,,DE0 D5
DE0 E0 onwind,onwind,285.63,2042.0,,DE0 E0
DE0 E0 solar,solar,88.533576,2042.0,,DE0 E0
DE0 F0 offwind-ac,offwind-ac,135.9,2042.0,,DE0 F0
DE0 F0 offwind-dc,offwind-dc,134.85,2042.0,,DE0 F0
DE0 F0 onwind,onwind,519.1703,2042.0,,DE0 F0
DE0 F0 solar,solar,17.293914,2042.0,,DE0 F0
DE0 G0 onwind,onwind,126.7525,2042.0,,DE0 G0
DE0 G0 solar,solar,42.940554,2042.0,,DE0 G0
DE0 11 onwind,onwind,209.297,2041.0,,DE0 11
DE0 11 solar,solar,43.974675,2041.0,,DE0 11
DE0 12 onwind,onwind,5.56,2041.0,,DE0 12
DE0 12 solar,solar,33.931929,2041.0,,DE0 12
DE0 13 onwind,onwind,61.4753,2041.0,,DE0 13
DE0 13 solar,solar,38.328075,2041.0,,DE0 13
DE0 14 onwind,onwind,52.8255,2041.0,,DE0 14
DE0 14 solar,solar,26.194226,2041.0,,DE0 14
DE0 21 onwind,onwind,16.66248,2041.0,,DE0 21
DE0 21 solar,solar,48.18925,2041.0,,DE0 21
DE0 22 onwind,onwind,0.016,2041.0,,DE0 22
DE0 22 solar,solar,41.542706,2041.0,,DE0 22
DE0 23 onwind,onwind,33.3,2041.0,,DE0 23
DE0 23 solar,solar,42.382574,2041.0,,DE0 23
DE0 24 onwind,onwind,91.29,2041.0,,DE0 24
DE0 24 solar,solar,31.216266,2041.0,,DE0 24
DE0 25 onwind,onwind,109.61,2041.0,,DE0 25
DE0 25 solar,solar,19.235179,2041.0,,DE0 25
DE0 26 onwind,onwind,29.9015,2041.0,,DE0 26
DE0 26 solar,solar,25.038324,2041.0,,DE0 26
DE0 27 onwind,onwind,60.55,2041.0,,DE0 27
DE0 27 solar,solar,31.8275,2041.0,,DE0 27
DE0 30 onwind,onwind,3.3819,2041.0,,DE0 30
DE0 30 solar,solar,3.027397,2041.0,,DE0 30
DE0 40 onwind,onwind,476.61,2041.0,,DE0 40
DE0 40 solar,solar,202.092113,2041.0,,DE0 40
DE0 60 onwind,onwind,4.7,2041.0,,DE0 60
DE0 60 solar,solar,1.47068,2041.0,,DE0 60
DE0 71 onwind,onwind,25.88,2041.0,,DE0 71
DE0 71 solar,solar,24.989572,2041.0,,DE0 71
DE0 72 onwind,onwind,131.84,2041.0,,DE0 72
DE0 72 solar,solar,13.530876,2041.0,,DE0 72
DE0 73 onwind,onwind,136.73,2041.0,,DE0 73
DE0 73 solar,solar,10.78016,2041.0,,DE0 73
DE0 80 offwind-ac,offwind-ac,10.464,2041.0,,DE0 80
DE0 80 offwind-dc,offwind-dc,6.264,2041.0,,DE0 80
DE0 80 onwind,onwind,216.5022,2041.0,,DE0 80
DE0 80 solar,solar,127.205893,2041.0,,DE0 80
DE0 91 onwind,onwind,41.13,2041.0,,DE0 91
DE0 91 solar,solar,11.245051,2041.0,,DE0 91
DE0 92 onwind,onwind,130.7,2041.0,,DE0 92
DE0 92 solar,solar,18.172066,2041.0,,DE0 92
DE0 93 onwind,onwind,226.2025,2041.0,,DE0 93
DE0 93 solar,solar,20.230997,2041.0,,DE0 93
DE0 94 offwind-ac,offwind-ac,263.52,2041.0,,DE0 94
DE0 94 offwind-dc,offwind-dc,278.25600000000003,2041.0,,DE0 94
DE0 94 onwind,onwind,507.389,2041.0,,DE0 94
DE0 94 solar,solar,27.889388,2041.0,,DE0 94
DE0 A1 onwind,onwind,43.9299,2041.0,,DE0 A1
DE0 A1 solar,solar,30.61744,2041.0,,DE0 A1
DE0 A2 onwind,onwind,146.355,2041.0,,DE0 A2
DE0 A2 solar,solar,30.54341,2041.0,,DE0 A2
DE0 A3 onwind,onwind,83.47,2041.0,,DE0 A3
DE0 A3 solar,solar,20.9714,2041.0,,DE0 A3
DE0 A4 onwind,onwind,309.52,2041.0,,DE0 A4
DE0 A4 solar,solar,27.236192,2041.0,,DE0 A4
DE0 A5 onwind,onwind,24.329,2041.0,,DE0 A5
DE0 A5 solar,solar,29.703,2041.0,,DE0 A5
DE0 B1 onwind,onwind,76.07,2041.0,,DE0 B1
DE0 B1 solar,solar,27.95728,2041.0,,DE0 B1
DE0 B2 onwind,onwind,41.775,2041.0,,DE0 B2
DE0 B2 solar,solar,26.6342,2041.0,,DE0 B2
DE0 B3 onwind,onwind,70.86,2041.0,,DE0 B3
DE0 B3 solar,solar,38.50546,2041.0,,DE0 B3
DE0 C0 onwind,onwind,36.8,2041.0,,DE0 C0
DE0 C0 solar,solar,12.41853,2041.0,,DE0 C0
DE0 D2 onwind,onwind,26.35,2041.0,,DE0 D2
DE0 D2 solar,solar,34.913758,2041.0,,DE0 D2
DE0 D4 onwind,onwind,19.0356,2041.0,,DE0 D4
DE0 D4 solar,solar,14.747164,2041.0,,DE0 D4
DE0 D5 onwind,onwind,0.12346,2041.0,,DE0 D5
DE0 D5 solar,solar,17.781291,2041.0,,DE0 D5
DE0 E0 onwind,onwind,279.0987,2041.0,,DE0 E0
DE0 E0 solar,solar,196.12205,2041.0,,DE0 E0
DE0 F0 offwind-ac,offwind-ac,154.752,2041.0,,DE0 F0
DE0 F0 offwind-dc,offwind-dc,142.15200000000002,2041.0,,DE0 F0
DE0 F0 onwind,onwind,629.9384,2041.0,,DE0 F0
DE0 F0 solar,solar,30.778782,2041.0,,DE0 F0
DE0 G0 onwind,onwind,143.6066,2041.0,,DE0 G0
DE0 G0 solar,solar,91.432523,2041.0,,DE0 G0
DE0 11 onwind,onwind,127.4,2040.0,,DE0 11
DE0 11 solar,solar,63.195626,2040.0,,DE0 11
DE0 12 onwind,onwind,17.275,2040.0,,DE0 12
DE0 12 solar,solar,31.180065,2040.0,,DE0 12
DE0 13 onwind,onwind,11.465,2040.0,,DE0 13
DE0 13 solar,solar,30.57823,2040.0,,DE0 13
DE0 14 onwind,onwind,0.01,2040.0,,DE0 14
DE0 14 solar,solar,36.842625,2040.0,,DE0 14
DE0 21 onwind,onwind,32.69028,2040.0,,DE0 21
DE0 21 solar,solar,57.443085,2040.0,,DE0 21
DE0 22 onwind,onwind,3.305,2040.0,,DE0 22
DE0 22 solar,solar,41.570199,2040.0,,DE0 22
DE0 23 onwind,onwind,32.91,2040.0,,DE0 23
DE0 23 solar,solar,29.884968,2040.0,,DE0 23
DE0 24 onwind,onwind,79.60368,2040.0,,DE0 24
DE0 24 solar,solar,25.049366,2040.0,,DE0 24
DE0 25 onwind,onwind,113.0335,2040.0,,DE0 25
DE0 25 solar,solar,27.93059,2040.0,,DE0 25
DE0 26 onwind,onwind,87.219,2040.0,,DE0 26
DE0 26 solar,solar,59.144737,2040.0,,DE0 26
DE0 27 onwind,onwind,13.20551,2040.0,,DE0 27
DE0 27 solar,solar,50.005475,2040.0,,DE0 27
DE0 30 onwind,onwind,4.710015,2040.0,,DE0 30
DE0 30 solar,solar,5.913846,2040.0,,DE0 30
DE0 40 onwind,onwind,425.7906,2040.0,,DE0 40
DE0 40 solar,solar,145.369864,2040.0,,DE0 40
DE0 60 onwind,onwind,8.0012,2040.0,,DE0 60
DE0 60 solar,solar,1.290036,2040.0,,DE0 60
DE0 71 onwind,onwind,59.475,2040.0,,DE0 71
DE0 71 solar,solar,28.244431,2040.0,,DE0 71
DE0 72 onwind,onwind,73.58,2040.0,,DE0 72
DE0 72 solar,solar,19.266244,2040.0,,DE0 72
DE0 73 onwind,onwind,30.3165,2040.0,,DE0 73
DE0 73 solar,solar,10.230443,2040.0,,DE0 73
DE0 80 offwind-ac,offwind-ac,146.95000000000002,2040.0,,DE0 80
DE0 80 offwind-dc,offwind-dc,157.35,2040.0,,DE0 80
DE0 80 onwind,onwind,219.997,2040.0,,DE0 80
DE0 80 solar,solar,100.683238,2040.0,,DE0 80
DE0 91 onwind,onwind,9.17,2040.0,,DE0 91
DE0 91 solar,solar,11.324635,2040.0,,DE0 91
DE0 92 onwind,onwind,44.8,2040.0,,DE0 92
DE0 92 solar,solar,17.47333,2040.0,,DE0 92
DE0 93 onwind,onwind,191.8707,2040.0,,DE0 93
DE0 93 solar,solar,26.573007,2040.0,,DE0 93
DE0 94 offwind-ac,offwind-ac,690.73,2040.0,,DE0 94
DE0 94 offwind-dc,offwind-dc,631.14,2040.0,,DE0 94
DE0 94 onwind,onwind,188.9219,2040.0,,DE0 94
DE0 94 solar,solar,39.925924,2040.0,,DE0 94
DE0 A1 onwind,onwind,35.0263,2040.0,,DE0 A1
DE0 A1 solar,solar,29.58979,2040.0,,DE0 A1
DE0 A2 onwind,onwind,122.48,2040.0,,DE0 A2
DE0 A2 solar,solar,31.02708,2040.0,,DE0 A2
DE0 A3 onwind,onwind,65.8545,2040.0,,DE0 A3
DE0 A3 solar,solar,32.8379,2040.0,,DE0 A3
DE0 A4 onwind,onwind,131.1345,2040.0,,DE0 A4
DE0 A4 solar,solar,23.473522,2040.0,,DE0 A4
DE0 A5 onwind,onwind,41.425,2040.0,,DE0 A5
DE0 A5 solar,solar,19.236035,2040.0,,DE0 A5
DE0 B1 onwind,onwind,126.3,2040.0,,DE0 B1
DE0 B1 solar,solar,31.95534,2040.0,,DE0 B1
DE0 B2 onwind,onwind,35.14,2040.0,,DE0 B2
DE0 B2 solar,solar,26.65702,2040.0,,DE0 B2
DE0 B3 onwind,onwind,94.525,2040.0,,DE0 B3
DE0 B3 solar,solar,17.49662,2040.0,,DE0 B3
DE0 C0 onwind,onwind,46.425,2040.0,,DE0 C0
DE0 C0 solar,solar,9.74025,2040.0,,DE0 C0
DE0 D2 onwind,onwind,31.2675,2040.0,,DE0 D2
DE0 D2 solar,solar,18.670775,2040.0,,DE0 D2
DE0 D4 onwind,onwind,14.207,2040.0,,DE0 D4
DE0 D4 solar,solar,18.908237,2040.0,,DE0 D4
DE0 D5 onwind,onwind,20.506,2040.0,,DE0 D5
DE0 D5 solar,solar,11.175274,2040.0,,DE0 D5
DE0 E0 onwind,onwind,269.55,2040.0,,DE0 E0
DE0 E0 solar,solar,158.464217,2040.0,,DE0 E0
DE0 F0 offwind-ac,offwind-ac,306.33,2040.0,,DE0 F0
DE0 F0 offwind-dc,offwind-dc,362.96,2040.0,,DE0 F0
DE0 F0 onwind,onwind,903.7145,2040.0,,DE0 F0
DE0 F0 solar,solar,26.654853000000003,2040.0,,DE0 F0
DE0 G0 onwind,onwind,71.74,2040.0,,DE0 G0
DE0 G0 solar,solar,83.799285,2040.0,,DE0 G0
DE0 11 onwind,onwind,17.962843,2039.0,,DE0 11
DE0 11 solar,solar,82.923992,2039.0,,DE0 11
DE0 12 onwind,onwind,0.01,2039.0,,DE0 12
DE0 12 solar,solar,52.243819,2039.0,,DE0 12
DE0 13 onwind,onwind,3.067,2039.0,,DE0 13
DE0 13 solar,solar,61.280345,2039.0,,DE0 13
DE0 14 onwind,onwind,0.0145,2039.0,,DE0 14
DE0 14 solar,solar,54.747938,2039.0,,DE0 14
DE0 21 onwind,onwind,36.2191,2039.0,,DE0 21
DE0 21 solar,solar,86.123534,2039.0,,DE0 21
DE0 22 onwind,onwind,6.134099999999999,2039.0,,DE0 22
DE0 22 solar,solar,65.28072,2039.0,,DE0 22
DE0 23 onwind,onwind,46.3995,2039.0,,DE0 23
DE0 23 solar,solar,36.795295,2039.0,,DE0 23
DE0 24 onwind,onwind,116.67,2039.0,,DE0 24
DE0 24 solar,solar,46.311573,2039.0,,DE0 24
DE0 25 onwind,onwind,106.0241,2039.0,,DE0 25
DE0 25 solar,solar,43.293587,2039.0,,DE0 25
DE0 26 onwind,onwind,94.57,2039.0,,DE0 26
DE0 26 solar,solar,45.330962,2039.0,,DE0 26
DE0 27 onwind,onwind,24.6019,2039.0,,DE0 27
DE0 27 solar,solar,73.755395,2039.0,,DE0 27
DE0 30 onwind,onwind,2.3,2039.0,,DE0 30
DE0 30 solar,solar,10.123144,2039.0,,DE0 30
DE0 40 onwind,onwind,475.824,2039.0,,DE0 40
DE0 40 solar,solar,127.03236,2039.0,,DE0 40
DE0 60 onwind,onwind,5.006,2039.0,,DE0 60
DE0 60 solar,solar,1.655726,2039.0,,DE0 60
DE0 71 onwind,onwind,42.7,2039.0,,DE0 71
DE0 71 solar,solar,35.062034,2039.0,,DE0 71
DE0 72 onwind,onwind,82.31099999999999,2039.0,,DE0 72
DE0 72 solar,solar,21.397087,2039.0,,DE0 72
DE0 73 onwind,onwind,81.5885,2039.0,,DE0 73
DE0 73 solar,solar,30.548855,2039.0,,DE0 73
DE0 80 onwind,onwind,343.195,2039.0,,DE0 80
DE0 80 solar,solar,94.81939,2039.0,,DE0 80
DE0 91 onwind,onwind,33.543,2039.0,,DE0 91
DE0 91 solar,solar,21.609294,2039.0,,DE0 91
DE0 92 onwind,onwind,65.775,2039.0,,DE0 92
DE0 92 solar,solar,23.084322,2039.0,,DE0 92
DE0 93 onwind,onwind,131.6061,2039.0,,DE0 93
DE0 93 solar,solar,35.426857,2039.0,,DE0 93
DE0 94 offwind-ac,offwind-ac,176.64,2039.0,,DE0 94
DE0 94 offwind-dc,offwind-dc,151.0,2039.0,,DE0 94
DE0 94 onwind,onwind,355.51,2039.0,,DE0 94
DE0 94 solar,solar,59.120033,2039.0,,DE0 94
DE0 A1 onwind,onwind,19.21,2039.0,,DE0 A1
DE0 A1 solar,solar,31.34904,2039.0,,DE0 A1
DE0 A2 onwind,onwind,96.99,2039.0,,DE0 A2
DE0 A2 solar,solar,39.88632,2039.0,,DE0 A2
DE0 A3 onwind,onwind,57.4763,2039.0,,DE0 A3
DE0 A3 solar,solar,47.89504,2039.0,,DE0 A3
DE0 A4 onwind,onwind,105.3675,2039.0,,DE0 A4
DE0 A4 solar,solar,37.237139,2039.0,,DE0 A4
DE0 A5 onwind,onwind,21.316,2039.0,,DE0 A5
DE0 A5 solar,solar,30.02101,2039.0,,DE0 A5
DE0 B1 onwind,onwind,189.8965,2039.0,,DE0 B1
DE0 B1 solar,solar,28.71375,2039.0,,DE0 B1
DE0 B2 onwind,onwind,16.549999999999997,2039.0,,DE0 B2
DE0 B2 solar,solar,29.23927,2039.0,,DE0 B2
DE0 B3 onwind,onwind,250.801,2039.0,,DE0 B3
DE0 B3 solar,solar,38.60467,2039.0,,DE0 B3
DE0 C0 onwind,onwind,42.975,2039.0,,DE0 C0
DE0 C0 solar,solar,29.44673,2039.0,,DE0 C0
DE0 D2 onwind,onwind,21.5622,2039.0,,DE0 D2
DE0 D2 solar,solar,17.422731,2039.0,,DE0 D2
DE0 D4 onwind,onwind,14.2618,2039.0,,DE0 D4
DE0 D4 solar,solar,26.889836000000003,2039.0,,DE0 D4
DE0 D5 solar,solar,18.108891,2039.0,,DE0 D5
DE0 E0 onwind,onwind,286.625,2039.0,,DE0 E0
DE0 E0 solar,solar,146.954996,2039.0,,DE0 E0
DE0 F0 offwind-ac,offwind-ac,67.64,2039.0,,DE0 F0
DE0 F0 offwind-dc,offwind-dc,97.58,2039.0,,DE0 F0
DE0 F0 onwind,onwind,1304.4916,2039.0,,DE0 F0
DE0 F0 solar,solar,42.872206,2039.0,,DE0 F0
DE0 G0 onwind,onwind,154.975,2039.0,,DE0 G0
DE0 G0 solar,solar,73.179665,2039.0,,DE0 G0
DE0 11 onwind,onwind,24.0215,2038.0,,DE0 11
DE0 11 solar,solar,108.76205,2038.0,,DE0 11
DE0 12 onwind,onwind,18.15,2038.0,,DE0 12
DE0 12 solar,solar,86.067593,2038.0,,DE0 12
DE0 13 onwind,onwind,9.1761,2038.0,,DE0 13
DE0 13 solar,solar,72.306493,2038.0,,DE0 13
DE0 14 onwind,onwind,7.20132,2038.0,,DE0 14
DE0 14 solar,solar,79.897844,2038.0,,DE0 14
DE0 21 onwind,onwind,29.216,2038.0,,DE0 21
DE0 21 solar,solar,175.25492,2038.0,,DE0 21
DE0 22 onwind,onwind,0.03474,2038.0,,DE0 22
DE0 22 solar,solar,154.577138,2038.0,,DE0 22
DE0 23 onwind,onwind,72.01875,2038.0,,DE0 23
DE0 23 solar,solar,82.586819,2038.0,,DE0 23
DE0 24 onwind,onwind,35.71618,2038.0,,DE0 24
DE0 24 solar,solar,90.041266,2038.0,,DE0 24
DE0 25 onwind,onwind,22.2731,2038.0,,DE0 25
DE0 25 solar,solar,92.536216,2038.0,,DE0 25
DE0 26 onwind,onwind,50.0005,2038.0,,DE0 26
DE0 26 solar,solar,84.377161,2038.0,,DE0 26
DE0 27 onwind,onwind,4.737799999999999,2038.0,,DE0 27
DE0 27 solar,solar,168.420494,2038.0,,DE0 27
DE0 30 solar,solar,5.881173,2038.0,,DE0 30
DE0 40 onwind,onwind,205.9712,2038.0,,DE0 40
DE0 40 solar,solar,181.395376,2038.0,,DE0 40
DE0 60 onwind,onwind,2.4,2038.0,,DE0 60
DE0 60 solar,solar,4.025662,2038.0,,DE0 60
DE0 71 onwind,onwind,51.1,2038.0,,DE0 71
DE0 71 solar,solar,58.200998,2038.0,,DE0 71
DE0 72 onwind,onwind,88.4598,2038.0,,DE0 72
DE0 72 solar,solar,44.171198,2038.0,,DE0 72
DE0 73 onwind,onwind,30.49328,2038.0,,DE0 73
DE0 73 solar,solar,50.686193,2038.0,,DE0 73
DE0 80 offwind-ac,offwind-ac,5.0,2038.0,,DE0 80
DE0 80 onwind,onwind,428.21655,2038.0,,DE0 80
DE0 80 solar,solar,205.4221,2038.0,,DE0 80
DE0 91 onwind,onwind,33.81,2038.0,,DE0 91
DE0 91 solar,solar,39.118096,2038.0,,DE0 91
DE0 92 onwind,onwind,40.915,2038.0,,DE0 92
DE0 92 solar,solar,58.117562,2038.0,,DE0 92
DE0 93 onwind,onwind,51.8115,2038.0,,DE0 93
DE0 93 solar,solar,60.416323,2038.0,,DE0 93
DE0 94 offwind-ac,offwind-ac,95.0,2038.0,,DE0 94
DE0 94 offwind-dc,offwind-dc,85.0,2038.0,,DE0 94
DE0 94 onwind,onwind,267.045,2038.0,,DE0 94
DE0 94 solar,solar,93.113182,2038.0,,DE0 94
DE0 A1 onwind,onwind,11.9015,2038.0,,DE0 A1
DE0 A1 solar,solar,52.53542,2038.0,,DE0 A1
DE0 A2 onwind,onwind,77.111,2038.0,,DE0 A2
DE0 A2 solar,solar,60.05732,2038.0,,DE0 A2
DE0 A3 onwind,onwind,48.785,2038.0,,DE0 A3
DE0 A3 solar,solar,89.85787,2038.0,,DE0 A3
DE0 A4 onwind,onwind,80.0,2038.0,,DE0 A4
DE0 A4 solar,solar,79.473564,2038.0,,DE0 A4
DE0 A5 onwind,onwind,43.5576,2038.0,,DE0 A5
DE0 A5 solar,solar,63.22555,2038.0,,DE0 A5
DE0 B1 onwind,onwind,172.1445,2038.0,,DE0 B1
DE0 B1 solar,solar,57.05147,2038.0,,DE0 B1
DE0 B2 onwind,onwind,14.2535,2038.0,,DE0 B2
DE0 B2 solar,solar,40.22341,2038.0,,DE0 B2
DE0 B3 onwind,onwind,240.3195,2038.0,,DE0 B3
DE0 B3 solar,solar,79.18498,2038.0,,DE0 B3
DE0 C0 onwind,onwind,33.7524,2038.0,,DE0 C0
DE0 C0 solar,solar,56.93588,2038.0,,DE0 C0
DE0 D2 onwind,onwind,4.0143,2038.0,,DE0 D2
DE0 D2 solar,solar,66.980739,2038.0,,DE0 D2
DE0 D4 onwind,onwind,21.4642,2038.0,,DE0 D4
DE0 D4 solar,solar,36.422886,2038.0,,DE0 D4
DE0 D5 onwind,onwind,10.0,2038.0,,DE0 D5
DE0 D5 solar,solar,38.426664,2038.0,,DE0 D5
DE0 E0 onwind,onwind,230.051,2038.0,,DE0 E0
DE0 E0 solar,solar,199.11578,2038.0,,DE0 E0
DE0 F0 offwind-ac,offwind-ac,20.0,2038.0,,DE0 F0
DE0 F0 offwind-dc,offwind-dc,35.0,2038.0,,DE0 F0
DE0 F0 onwind,onwind,409.53287,2038.0,,DE0 F0
DE0 F0 solar,solar,72.49647,2038.0,,DE0 F0
